Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID
GPA.3397-8611-9035-34253,2021-11-19,1637310285,Charged,HWCOL,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,EUR,2.51,0.48,2.99,,,,DE,,
GPA.3398-4750-4437-59762,2021-11-19,1637317380,Charged,a32x,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,HOMER,GA,30577,US,,
GPA.3311-2368-6426-56889,2021-11-19,1637319679,Charged,a5y17lte,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,3.19,0.80,3.99,,,,DE,,
GPA.3387-5049-3660-52111,2021-11-19,1637320101,Charged,mid1035_mq,System Info LIve Wallpaper,com.droidbs.wallpaper.live.systeminfo,paidapp,,USD,1.99,0.00,1.99,FRESNO,CA,93702,US,,
GPA.3329-2446-3746-64056,2021-11-19,1637326724,Charged,c2s,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.42,5.91,KENNARD,TX,75847,US,,
GPA.3353-9348-4227-40933,2021-11-19,1637326734,Charged,c2s,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.27,3.76,KENNARD,TX,75847,US,,
GPA.3382-7295-1735-51338,2021-11-19,1637331144,Charged,j6lte,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,2.16,0.43,2.59,,,,GB,,
GPA.3344-1150-5961-65037,2021-11-19,1637342641,Charged,a51,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.44,5.93,BRATENAHL,OH,44108,US,,
GPA.3331-0406-4840-59063,2021-11-19,1637365995,Charged,vayu,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,EUR,1.81,0.38,2.19,,,,ES,,
GPA.3368-3895-9340-87027,2021-11-20,1637380244,Charged,a21,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,GREAT FALLS,MT,59404,US,,
GPA.3317-2070-1325-37681,2021-11-20,1637382038,Charged,Porto,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.23,3.72,ELYRIA,OH,44035,US,,
GPA.3361-7872-0915-29195,2021-11-20,1637387535,Charged,star2qltesq,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,CEDAR RAPIDS,IA,52402,US,,
GPA.3383-0990-8373-89185,2021-11-20,1637388227,Charged,Z3153,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.16,2.12,BURKBURNETT,TX,76354,US,,
GPA.3386-3329-3740-64446,2021-11-20,1637388356,Charged,Z3153,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.21,2.70,BURKBURNETT,TX,76354,US,,
GPA.3318-6041-9372-21376,2021-11-20,1637407825,Charged,beyond0q,Site Crawler,com.vansteinengroentjes.apps.sitecrawler,paidapp,,USD,3.49,0.29,3.78,Mesa,AZ,85205,US,,
GPA.3381-1231-7422-31750,2021-11-20,1637409422,Charged,o1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.44,5.93,ROCHESTER,NY,14608,US,,
GPA.3372-9400-8732-00436,2021-11-20,1637412685,Charged,a70q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.19,0.80,4.99,,,,DE,,
GPA.3328-3279-0675-09402,2021-11-20,1637412705,Charged,a70q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.51,0.48,2.99,,,,DE,,
GPA.3367-7471-1058-79888,2021-11-20,1637433213,Charged,TB-X505F,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,2.16,0.43,2.59,,,,GB,,
GPA.3346-9387-6858-27481,2021-11-20,1637433445,Charged,TB-X505F,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3346-9337-8372-02208,2021-11-20,1637436181,Charged,timelm,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,MULDROW,OK,74948,US,,
GPA.3345-8168-7406-88950,2021-11-20,1637440364,Charged,y2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.37,5.86,AKRON,OH,44314,US,,
GPA.3316-8319-1281-96797,2021-11-21,1637456019,Charged,heroqltevzw,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,Columbia,MO,65202,US,,
GPA.3330-1244-0060-14664,2021-11-21,1637457429,Charged,alphalm,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,DENVER,CO,80233,US,,
GPA.3365-5821-8807-09486,2021-11-21,1637461322,Charged,starqltesq,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.12,2.08,FARMINGTON HILLS,MI,48152,US,,
GPA.3312-6161-6812-33492,2021-11-21,1637500829,Charged,beyond0q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,HOMESTEAD,FL,33032,US,,
GPA.3335-3471-0845-04030,2021-11-21,1637507936,Charged,gts210wifi,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.51,0.48,2.99,,,,DE,,
GPA.3379-4122-8833-72169,2021-11-21,1637512028,Charged,Nord,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.12,0.87,4.99,,,,NL,,
GPA.3378-2826-1032-10292,2021-11-21,1637514301,Charged,a51,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3384-9723-1593-46456,2021-11-21,1637517408,Charged,gts210wifi,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.19,0.80,4.99,,,,DE,,
GPA.3322-7630-1226-86009,2021-11-21,1637520729,Charged,p3q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.48,5.97,BLOOMINGTON,IL,61761,US,,
GPA.3318-8244-1836-56186,2021-11-21,1637523558,Charged,beyond2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,AURORA,CO,80015,US,,
GPA.3369-5036-1196-22763,2021-11-21,1637528258,Charged,alphalm,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,DENVER,CO,80233,US,,
GPA.3302-9413-9069-71612,2021-11-21,1637536623,Charged,OnePlus8T,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,SAN FRANCISCO,CA,94127,US,,
GPA.3355-9470-7125-91223,2021-11-22,1637541387,Charged,caymanlm,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,CAD,4.49,0.22,4.71,Winnipeg,MB,R2C 0E1,CA,,
GPA.3323-8926-0718-19499,2021-11-22,1637541778,Charged,dreamqlteue,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,BOYDS,MD,20841,US,,
GPA.3316-2799-0784-93927,2021-11-22,1637564696,Charged,a71xq,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.00,2.49,LOS ANGELES,CA,91342,US,,
GPA.3340-1913-2763-60312,2021-11-22,1637574619,Charged,crownqltesq,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,DES MOINES,IA,50315,US,,
GPA.3362-0882-2267-50953,2021-11-22,1637610351,Charged,crocus,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.25,3.74,Zanesville,OH,43701,US,,
GPA.3308-2472-5292-74038,2021-11-22,1637624527,Charged,beyond2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,MARQUETTE,MI,49855,US,,
GPA.3313-4303-5163-03710,2021-11-22,1637624538,Charged,beyond2q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.21,3.70,MARQUETTE,MI,49855,US,,
GPA.3302-7257-9565-61308,2021-11-23,1637634203,Charged,sunfish,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,CAD,7.49,0.37,7.86,Sherwood Park,AB,T8G 1A9,CA,,
GPA.3351-2555-1103-12042,2021-11-23,1637634468,Charged,dreamqltesq,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,BINGER,OK,73009,US,,
GPA.3362-4356-6774-68003,2021-11-23,1637641206,Charged,a50,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,0.24,3.73,ANAMOSA,IA,52205,US,,
GPA.3383-3791-4287-11059,2021-11-23,1637662613,Charged,starqltesq,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.21,3.70,MACOMB,MI,48042,US,,
GPA.3349-5731-2199-62879,2021-11-23,1637685158,Charged,gts7xlwifi,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,BUENA VISTA,CO,81211,US,,
GPA.3313-9841-5092-97145,2021-11-23,1637685419,Charged,gts7xlwifi,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,BUENA VISTA,CO,81211,US,,
GPA.3336-8468-7969-37781,2021-11-23,1637687170,Charged,o1q,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.00,1.99,MAGNOLIA,AR,71753,US,,
GPA.3320-4600-0363-94482,2021-11-23,1637708015,Charged,gts7fewifi,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.29,3.78,UNINCORPORATED,TX,78114,US,,
GPA.3369-2095-0254-30858,2021-11-23,1637711987,Charged,a71xq,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.29,3.78,Orange,TX,77632,US,,
GPA.3337-4245-6836-48908,2021-11-24,1637715036,Charged,crownqltesq,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.21,3.70,ankeny,IA,50023,US,,
GPA.3313-4514-1367-12474,2021-11-24,1637719692,Charged,beyond2q,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,charpf2,USD,5.49,0.44,5.93,Cleveland,OH,44144,US,,
GPA.3370-0145-6808-06594,2021-11-24,1637722598,Charged,a52xq,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.40,5.89,HARRISVILLE,UT,84414,US,,
GPA.3326-3892-5889-21686,2021-11-24,1637722846,Charged,cv7a,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.34,5.83,VIDOR,TX,77677,US,,
GPA.3384-5265-4977-54908,2021-11-24,1637727984,Charged,beyond2,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,AUD,2.26,0.23,2.49,,,6030,AU,,
GPA.3319-7878-5348-86515,2021-11-24,1637760702,Charged,a71,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,1.16,0.43,1.59,,,,GB,,
GPA.3316-9706-3045-21552,2021-11-24,1637776722,Charged,beyond2q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,Medford,OR,97501,US,,
GPA.3369-7886-0139-81600,2021-11-24,1637782669,Charged,z3q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.49,5.98,MONTESANO,WA,98563,US,,
GPA.3334-5313-1238-11839,2021-11-25,1637807362,Charged,y2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,Jacksonville,NC,28546,US,,
GPA.3357-2387-7335-03028,2021-11-25,1637819374,Charged,beyond2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,LAS VEGAS,NV,89119,US,,
GPA.3352-3672-9946-61728,2021-11-25,1637866213,Charged,c2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,UNINCORPORATED,MS,39759,US,,
GPA.3361-2274-7858-60476,2021-11-25,1637868650,Charged,p3q,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.16,2.65,BOWLING GREEN,OH,43402,US,,
GPA.3324-1268-8945-70667,2021-11-25,1637868665,Charged,p3q,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.13,2.12,BOWLING GREEN,OH,43402,US,,
GPA.3359-3541-5651-25195,2021-11-25,1637875640,Charged,gta7litewifi,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,SAVANNAH,GA,31401,US,,
GPA.3336-3470-0351-63798,2021-11-25,1637875691,Charged,gta7litewifi,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,SAVANNAH,GA,31401,US,,
GPA.3336-8481-3723-72306,2021-11-25,1637884323,Charged,mido,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.02,0.97,4.99,,,,GR,,
GPA.3313-1736-2474-32653,2021-11-25,1637884388,Charged,mido,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.41,0.58,2.99,,,,GR,,
GPA.3366-4316-7787-39646,2021-11-26,1637927941,Charged,dreamlte,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.51,0.48,2.99,,,,DE,,
GPA.3354-6967-2496-36240,2021-11-26,1637942845,Charged,r8q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.25,3.74,JAMESVILLE,NC,27846,US,,
GPA.3300-6294-0772-10523,2021-11-26,1637957804,Charged,smith,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,Saratoga Springs,NY,12866,US,,
GPA.3330-6463-4409-70609,2021-11-26,1637960468,Charged,OnePlusN10TMO,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,MUSTANG,OK,73099,US,,
GPA.3337-9992-8665-24605,2021-11-26,1637967082,Charged,tulip,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,BRL,5.49,0.00,5.49,Ponta Grossa,PR,84010-150,BR,,
GPA.3392-9233-0036-14108,2021-11-26,1637968089,Charged,a71,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3313-4686-6837-85419,2021-11-27,1637974464,Charged,ASUS_I003_1,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.06,0.93,4.99,,,,PT,,
GPA.3371-4234-4432-55191,2021-11-27,1637979550,Charged,r8q,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,CAD,3.69,0.48,4.17,Brampton,ON,L6T 2P6,CA,,
GPA.3390-9360-4821-59781,2021-11-27,1637987790,Charged,beyond1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,ANDERSON,MO,64850,US,,
GPA.3332-2603-4023-57404,2021-11-27,1637991376,Charged,NX659J-EEA,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.00,1.99,UNINCORPORATED,NH,03281,US,,
GPA.3342-1481-7803-17820,2021-11-27,1638029194,Charged,q2q,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.00,2.49,SALCHA,AK,99714,US,,
GPA.3322-1335-9344-35275,2021-11-27,1638029214,Charged,q2q,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.00,1.96,SALCHA,AK,99714,US,,
GPA.3391-2090-0551-95319,2021-11-27,1638031334,Charged,a32x,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,CAD,2.39,0.36,2.75,Lantz,NS,B3S 2C5,CA,,
GPA.3316-2034-9966-80432,2021-11-27,1638032830,Charged,foles,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.30,5.79,Elkhorn,WI,53121,US,,
GPA.3300-9537-9085-65368,2021-11-27,1638043199,Charged,starlte,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3389-7516-8890-59038,2021-11-27,1638051719,Charged,a51,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.24,3.73,COHASSET,MN,55744,US,,
GPA.3310-3452-8393-30224,2021-11-27,1638051734,Charged,a51,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,COHASSET,MN,55744,US,,
GPA.3339-8056-4628-00694,2021-11-27,1638055902,Charged,duo,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.17,3.66,Wahiawa,HI,96786,US,,
GPA.3319-0369-1593-10953,2021-11-28,1638058280,Charged,d2xq2,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,BYRNES MILL,MO,63051,US,,
GPA.3314-6859-4715-96354,2021-11-28,1638058290,Charged,d2xq2,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,BYRNES MILL,MO,63051,US,,
GPA.3374-8871-7120-38658,2021-11-28,1638058341,Charged,mdh50lm,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,HOPKINSVILLE,KY,42240,US,,
GPA.3356-6071-8935-05143,2021-11-28,1638059673,Charged,beyond1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.39,5.88,BERNALILLO,NM,87144,US,,
GPA.3327-4791-6520-13772,2021-11-28,1638061003,Charged,greatqlteue,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,crawfordville,FL,32327,US,,
GPA.3361-7389-5975-15851,2021-11-28,1638063658,Charged,OnePlusN200TMO,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,Vero Beach,FL,32962,US,,
GPA.3313-4686-6837-85419,2021-11-28,1638065552,Refund,ASUS_I003_1,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.06,-0.93,-4.99,,,,PT,,
GPA.3375-8199-3756-98619,2021-11-28,1638092794,Charged,def,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.47,0.52,2.99,,,,NL,,
GPA.3376-0192-9232-78628,2021-11-28,1638093452,Charged,def,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.12,0.87,4.99,,,,NL,,
GPA.3370-2852-8849-12167,2021-11-28,1638100056,Charged,dreamqltesq,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.22,3.71,TYLER,TX,75733,US,,
GPA.3310-5677-6864-35918,2021-11-28,1638122243,Charged,r8q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,GALES CREEK,OR,97117,US,,
GPA.3345-6600-3772-05732,2021-11-28,1638136088,Charged,gracerlte,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,PLN,10.56,2.43,12.99,,,,PL,,
GPA.3358-0822-2464-86515,2021-11-29,1638149903,Charged,joyeuse,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,MXN,56.03,8.97,65.00,,,64000,MX,,
GPA.3381-8568-1678-81334,2021-11-29,1638157746,Charged,o1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,COWETA,OK,74429,US,,
GPA.3369-2929-5213-13230,2021-11-29,1638174434,Charged,mid1035_mq,Site Crawler,com.vansteinengroentjes.apps.sitecrawler,paidapp,,USD,3.49,0.31,3.80,tucson,AZ,85711,US,,
GPA.3379-0285-0072-29253,2021-11-29,1638174597,Charged,beyond1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.36,5.85,Toquerville,UT,84774,US,,
GPA.3307-4040-8130-25428,2021-11-29,1638190599,Charged,q2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,HAGERSTOWN,MD,21740,US,,
GPA.3362-7358-1469-85653,2021-11-29,1638203425,Charged,IRM_sprout,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.12,0.87,4.99,,,,NL,,
GPA.3313-1439-0179-88175,2021-11-29,1638203488,Charged,IRM_sprout,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.47,0.52,2.99,,,,NL,,
GPA.3390-9330-1810-80705,2021-11-29,1638204368,Charged,alphalm,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,DOVER,DE,19904,US,,
GPA.3365-2907-9900-02081,2021-11-29,1638204390,Charged,alphalm,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,DOVER,DE,19904,US,,
GPA.3307-1025-7706-47950,2021-11-29,1638204880,Charged,gts7fewifi,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.45,5.94,UNINCORPORATED,TX,78114,US,,
GPA.3302-3901-9841-02701,2021-11-29,1638217296,Charged,j5xnlte,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3381-7812-0815-17272,2021-11-29,1638224713,Charged,kukui_cheets,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.45,0.54,2.99,,,,IT,,
GPA.3350-9996-1022-97171,2021-11-30,1638284349,Charged,p3q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.48,5.97,TUCSON,AZ,85708,US,,
GPA.3395-9719-2821-91808,2021-11-30,1638294389,Charged,a20e,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,GBP,1.41,0.28,1.69,,,,GB,,
GPA.3362-1065-4724-74483,2021-11-30,1638294420,Charged,a20e,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,GBP,1.57,0.32,1.89,,,,GB,,
GPA.3343-3489-2344-09910,2021-11-30,1638295002,Charged,bonito,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,CAD,7.49,0.37,7.86,Calgary,AB,T2K 4B3,CA,,
GPA.3316-1599-5968-25861,2021-11-30,1638300471,Charged,o1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,COVINA,CA,91723,US,,
GPA.3392-6472-9239-30264,2021-11-30,1638303169,Charged,beyond2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.42,5.91,Tecumseh,KS,66542,US,,
