Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID
GPA.3373-5934-9815-80115,"Sep 14, 2021",6:16:31 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1,GB,,TN16 3TS,GBP,2.97,1.173100,EUR,3.48,,
GPA.3397-3169-8188-58849,"Sep 14, 2021",8:38:42 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,NX591J,GR,,41335,EUR,3.42,1.000000,EUR,3.42,,
GPA.3341-4554-6491-94045,"Sep 14, 2021",3:50:30 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,beyond1,MX,,64000,MXN,93.97,0.042560,EUR,4.00,,
GPA.3341-4554-6491-94045,"Sep 14, 2021",3:50:30 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,beyond1,MX,,64000,MXN,-14.10,0.042560,EUR,-0.60,,
GPA.3358-0952-5839-48855,"Sep 14, 2021",3:50:44 PM PDT,,Charge,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,beyond1,MX,,64000,MXN,56.03,0.042560,EUR,2.38,,
GPA.3358-0952-5839-48855,"Sep 14, 2021",3:50:44 PM PDT,,Google fee,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,beyond1,MX,,64000,MXN,-8.40,0.042560,EUR,-0.36,,
GPA.3361-4606-5992-71924,"Sep 14, 2021",7:23:33 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,TX,78259,USD,5.49,0.847100,EUR,4.65,,
GPA.3361-4606-5992-71924,"Sep 14, 2021",7:23:33 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,TX,78259,USD,-0.82,0.847100,EUR,-0.69,,
GPA.3397-5011-9807-56898,"Sep 15, 2021",12:47:44 PM PDT,,Charge,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,star2qltesq,US,UT,84093,USD,3.49,0.846900,EUR,2.96,,
GPA.3397-5011-9807-56898,"Sep 15, 2021",12:47:44 PM PDT,,Google fee,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,star2qltesq,US,UT,84093,USD,-0.52,0.846900,EUR,-0.44,,
GPA.3380-9784-1710-78503,"Sep 15, 2021",12:47:54 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,star2qltesq,US,UT,84093,USD,5.49,0.846900,EUR,4.65,,
GPA.3380-9784-1710-78503,"Sep 15, 2021",12:47:54 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,star2qltesq,US,UT,84093,USD,-0.82,0.846900,EUR,-0.69,,
GPA.3338-6486-6562-52970,"Sep 15, 2021",2:01:25 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,AE,09112,USD,5.49,0.846200,EUR,4.65,,
GPA.3338-6486-6562-52970,"Sep 15, 2021",2:01:25 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,AE,09112,USD,-0.82,0.846200,EUR,-0.69,,
GPA.3368-9489-2577-88336,"Sep 15, 2021",2:01:36 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8q,US,AE,09112,USD,3.49,0.846200,EUR,2.95,,
GPA.3368-9489-2577-88336,"Sep 15, 2021",2:01:36 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8q,US,AE,09112,USD,-0.52,0.846200,EUR,-0.44,,
GPA.3381-3141-1417-00075,"Sep 16, 2021",10:52:30 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,AK,99654,USD,5.49,0.850050,EUR,4.67,,
GPA.3381-3141-1417-00075,"Sep 16, 2021",10:52:30 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,AK,99654,USD,-0.82,0.850050,EUR,-0.70,,
GPA.3320-2599-6027-65129,"Sep 16, 2021",10:52:50 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,AK,99654,USD,3.49,0.850050,EUR,2.97,,
GPA.3320-2599-6027-65129,"Sep 16, 2021",10:52:50 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,AK,99654,USD,-0.52,0.850050,EUR,-0.44,,
GPA.3397-2845-6606-42124,"Sep 16, 2021",12:01:44 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,TX,76527,USD,3.49,0.850350,EUR,2.97,,
GPA.3397-2845-6606-42124,"Sep 16, 2021",12:01:44 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,TX,76527,USD,-0.52,0.850350,EUR,-0.44,,
GPA.3349-9306-3116-85401,"Sep 16, 2021",12:19:31 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,IL,60056,USD,3.49,0.850350,EUR,2.97,,
GPA.3349-9306-3116-85401,"Sep 16, 2021",12:19:31 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,IL,60056,USD,-0.52,0.850350,EUR,-0.44,,
GPA.3328-9104-3583-57274,"Sep 16, 2021",2:39:24 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,U520AS,US,FL,33021,USD,5.49,0.849650,EUR,4.66,,
GPA.3328-9104-3583-57274,"Sep 16, 2021",2:39:24 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,U520AS,US,FL,33021,USD,-0.82,0.849650,EUR,-0.70,,
GPA.3339-4222-1544-00640,"Sep 16, 2021",3:11:22 PM PDT,,Charge,,Site Crawler,com.vansteinengroentjes.apps.sitecrawler,0,,a21,US,TX,75216,USD,3.49,0.849800,EUR,2.97,,
GPA.3339-4222-1544-00640,"Sep 16, 2021",3:11:22 PM PDT,,Google fee,,Site Crawler,com.vansteinengroentjes.apps.sitecrawler,0,,a21,US,TX,75216,USD,-0.52,0.849800,EUR,-0.44,,
GPA.3372-7972-2149-49128,"Sep 16, 2021",5:24:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,NM,87112,USD,5.49,0.849900,EUR,4.67,,
GPA.3372-7972-2149-49128,"Sep 16, 2021",5:24:27 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,NM,87112,USD,-0.82,0.849900,EUR,-0.70,,
GPA.3313-3463-6474-90772,"Sep 16, 2021",5:25:00 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,NM,87112,USD,3.49,0.849900,EUR,2.97,,
GPA.3313-3463-6474-90772,"Sep 16, 2021",5:25:00 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,NM,87112,USD,-0.52,0.849900,EUR,-0.44,,
GPA.3362-2222-3935-65508,"Sep 16, 2021",5:32:19 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,PR,,00623,USD,5.49,0.849900,EUR,4.67,,
GPA.3362-2222-3935-65508,"Sep 16, 2021",5:32:19 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,PR,,00623,USD,-0.82,0.849900,EUR,-0.70,,
GPA.3303-2964-8075-83151,"Sep 16, 2021",5:41:58 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8Pro,US,NC,27278,USD,5.49,0.849900,EUR,4.67,,
GPA.3303-2964-8075-83151,"Sep 16, 2021",5:41:58 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8Pro,US,NC,27278,USD,-0.82,0.849900,EUR,-0.70,,
GPA.3348-2624-5725-57703,"Sep 16, 2021",7:26:28 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,timelm,US,ME,04085,USD,3.49,0.850350,EUR,2.97,,
GPA.3348-2624-5725-57703,"Sep 16, 2021",7:26:28 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,timelm,US,ME,04085,USD,-0.52,0.850350,EUR,-0.44,,
GPA.3301-1250-4338-32189,"Sep 17, 2021",12:07:38 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j3topeltetfnvzw,US,CA,95640,USD,5.49,0.849600,EUR,4.66,,
GPA.3301-1250-4338-32189,"Sep 17, 2021",12:07:38 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j3topeltetfnvzw,US,CA,95640,USD,-0.82,0.849600,EUR,-0.70,,
GPA.3343-9174-2440-25864,"Sep 17, 2021",8:41:41 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,US,PA,17057,USD,5.49,0.850700,EUR,4.67,,
GPA.3343-9174-2440-25864,"Sep 17, 2021",8:41:41 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,US,PA,17057,USD,-0.82,0.850700,EUR,-0.70,,
GPA.3329-6175-8265-76145,"Sep 17, 2021",9:07:39 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2s,GB,,ME10 1RT,GBP,2.97,1.171500,EUR,3.48,,
GPA.3355-3223-0827-75524,"Sep 17, 2021",10:12:33 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Ulefone_Note_7,US,AR,72761,USD,3.49,0.852300,EUR,2.97,,
GPA.3355-3223-0827-75524,"Sep 17, 2021",10:12:33 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Ulefone_Note_7,US,AR,72761,USD,-0.52,0.852300,EUR,-0.44,,
GPA.3378-0645-9395-13325,"Sep 17, 2021",10:46:28 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c2s,GB,,ME10 1RT,GBP,1.84,1.171900,EUR,2.16,,
GPA.3328-9104-3583-57274,"Sep 17, 2021",12:30:21 PM PDT,,Charge refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,U520AS,US,FL,33021,USD,-5.49,0.849650,EUR,-4.66,,
GPA.3328-9104-3583-57274,"Sep 17, 2021",12:30:21 PM PDT,,Google fee refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,U520AS,US,FL,33021,USD,0.82,0.849650,EUR,0.70,,
GPA.3324-1536-1094-85596,"Sep 17, 2021",1:18:55 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWDUB-Q,GR,,28100,EUR,3.42,1.000000,EUR,3.42,,
GPA.3342-2602-6663-33717,"Sep 17, 2021",2:57:17 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,xcoverpro,US,TN,37777,USD,5.49,0.852500,EUR,4.68,,
GPA.3342-2602-6663-33717,"Sep 17, 2021",2:57:17 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,xcoverpro,US,TN,37777,USD,-0.82,0.852500,EUR,-0.70,,
GPA.3378-5450-9659-31810,"Sep 17, 2021",6:16:23 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,CA,ON,L9R1C8,CAD,7.49,0.668210,EUR,5.00,,
GPA.3378-5450-9659-31810,"Sep 17, 2021",6:16:23 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,CA,ON,L9R1C8,CAD,-1.12,0.668210,EUR,-0.75,,
GPA.3365-8560-4720-05571,"Sep 17, 2021",8:36:00 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,MI,49097,USD,5.49,0.852900,EUR,4.68,,
GPA.3365-8560-4720-05571,"Sep 17, 2021",8:36:00 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,MI,49097,USD,-0.82,0.852900,EUR,-0.70,,
GPA.3353-4306-5727-59461,"Sep 17, 2021",10:31:54 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,koba,US,PA,17015,USD,5.49,0.852900,EUR,4.68,,
GPA.3353-4306-5727-59461,"Sep 17, 2021",10:31:54 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,koba,US,PA,17015,USD,-0.82,0.852900,EUR,-0.70,,
GPA.3368-3850-6739-25270,"Sep 18, 2021",5:22:41 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,TX,75243,USD,3.49,0.852900,EUR,2.98,,
GPA.3368-3850-6739-25270,"Sep 18, 2021",5:22:41 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,TX,75243,USD,-0.52,0.852900,EUR,-0.44,,
GPA.3330-9852-6882-53858,"Sep 18, 2021",6:19:18 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh30xlm,US,FL,34652,USD,3.49,0.852900,EUR,2.98,,
GPA.3330-9852-6882-53858,"Sep 18, 2021",6:19:18 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh30xlm,US,FL,34652,USD,-0.52,0.852900,EUR,-0.44,,
GPA.3389-7570-5677-94895,"Sep 18, 2021",8:39:53 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,CO,80831,USD,5.49,0.852900,EUR,4.68,,
GPA.3389-7570-5677-94895,"Sep 18, 2021",8:39:53 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,CO,80831,USD,-0.82,0.852900,EUR,-0.70,,
GPA.3380-6230-2697-62399,"Sep 18, 2021",9:57:02 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,OK,74028,USD,3.49,0.852900,EUR,2.98,,
GPA.3380-6230-2697-62399,"Sep 18, 2021",9:57:02 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,OK,74028,USD,-0.52,0.852900,EUR,-0.44,,
GPA.3380-9282-7920-98856,"Sep 18, 2021",9:57:43 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,OK,74028,USD,5.49,0.852900,EUR,4.68,,
GPA.3380-9282-7920-98856,"Sep 18, 2021",9:57:43 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,OK,74028,USD,-0.82,0.852900,EUR,-0.70,,
GPA.3347-9759-5566-63287,"Sep 18, 2021",10:37:20 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a32x,US,TX,79705,USD,3.49,0.852900,EUR,2.98,,
GPA.3347-9759-5566-63287,"Sep 18, 2021",10:37:20 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a32x,US,TX,79705,USD,-0.52,0.852900,EUR,-0.44,,
GPA.3334-4873-4306-56830,"Sep 18, 2021",10:40:52 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1,LT,,48443,EUR,2.10,1.000000,EUR,2.10,,
GPA.3368-2702-0321-71073,"Sep 18, 2021",11:15:28 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,minsk,US,NY,14850,USD,3.49,0.852900,EUR,2.98,,
GPA.3368-2702-0321-71073,"Sep 18, 2021",11:15:28 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,minsk,US,NY,14850,USD,-0.52,0.852900,EUR,-0.44,,
GPA.3345-4857-5188-96292,"Sep 18, 2021",4:59:42 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71,GB,,KW17 2QS,GBP,2.97,1.171600,EUR,3.48,,
GPA.3350-4872-2721-39031,"Sep 18, 2021",6:11:43 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,FL,32094,USD,3.49,0.852900,EUR,2.98,,
GPA.3350-4872-2721-39031,"Sep 18, 2021",6:11:43 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,FL,32094,USD,-0.52,0.852900,EUR,-0.44,,
GPA.3373-7804-8828-20448,"Sep 18, 2021",9:20:11 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,CA,93245,USD,5.49,0.852900,EUR,4.68,,
GPA.3373-7804-8828-20448,"Sep 18, 2021",9:20:11 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,CA,93245,USD,-0.82,0.852900,EUR,-0.70,,
GPA.3382-0104-5015-23688,"Sep 19, 2021",6:22:17 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starlte,GB,,EX32 8EL,GBP,2.97,1.171600,EUR,3.48,,
GPA.3301-8736-5710-85748,"Sep 19, 2021",9:24:49 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,CA,93727,USD,5.49,0.852900,EUR,4.68,,
GPA.3301-8736-5710-85748,"Sep 19, 2021",9:24:49 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,CA,93727,USD,-0.82,0.852900,EUR,-0.70,,
GPA.3348-7214-4715-89656,"Sep 19, 2021",9:59:50 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,surfna,US,OH,44515,USD,5.49,0.852900,EUR,4.68,,
GPA.3348-7214-4715-89656,"Sep 19, 2021",9:59:50 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,surfna,US,OH,44515,USD,-0.82,0.852900,EUR,-0.70,,
GPA.3328-6661-0499-96638,"Sep 19, 2021",10:23:04 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,TX,79938,USD,5.49,0.852900,EUR,4.68,,
GPA.3328-6661-0499-96638,"Sep 19, 2021",10:23:04 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,TX,79938,USD,-0.82,0.852900,EUR,-0.70,,
GPA.3340-8035-4511-59246,"Sep 19, 2021",12:08:16 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,dreamqltecan,CA,MB,R2V 0W4,CAD,4.49,0.668210,EUR,3.00,,
GPA.3340-8035-4511-59246,"Sep 19, 2021",12:08:16 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,dreamqltecan,CA,MB,R2V 0W4,CAD,-0.67,0.668210,EUR,-0.45,,
GPA.3362-4574-7888-90094,"Sep 19, 2021",1:11:46 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,OK,74133,USD,5.49,0.852350,EUR,4.68,,
GPA.3362-4574-7888-90094,"Sep 19, 2021",1:11:46 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,OK,74133,USD,-0.82,0.852350,EUR,-0.70,,
GPA.3309-4881-5965-57551,"Sep 19, 2021",3:54:51 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cruiserlteatt,US,OH,45771,USD,3.49,0.852400,EUR,2.97,,
GPA.3309-4881-5965-57551,"Sep 19, 2021",3:54:51 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cruiserlteatt,US,OH,45771,USD,-0.52,0.852400,EUR,-0.44,,
GPA.3355-6525-1151-37398,"Sep 19, 2021",3:55:06 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cruiserlteatt,US,OH,45771,USD,5.49,0.852400,EUR,4.68,,
GPA.3355-6525-1151-37398,"Sep 19, 2021",3:55:06 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cruiserlteatt,US,OH,45771,USD,-0.82,0.852400,EUR,-0.70,,
GPA.3372-6743-4027-95173,"Sep 19, 2021",7:21:17 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,OK,74085,USD,5.49,0.853000,EUR,4.68,,
GPA.3372-6743-4027-95173,"Sep 19, 2021",7:21:17 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,OK,74085,USD,-0.82,0.853000,EUR,-0.70,,
GPA.3305-4329-3582-96965,"Sep 19, 2021",7:25:40 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a12u,US,NC,28079,USD,5.49,0.853000,EUR,4.68,,
GPA.3305-4329-3582-96965,"Sep 19, 2021",7:25:40 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a12u,US,NC,28079,USD,-0.82,0.853000,EUR,-0.70,,
GPA.3355-4832-4755-10905,"Sep 20, 2021",7:07:14 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sofia,US,TX,78741,USD,5.49,0.853650,EUR,4.69,,
GPA.3355-4832-4755-10905,"Sep 20, 2021",7:07:14 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sofia,US,TX,78741,USD,-0.82,0.853650,EUR,-0.70,,
GPA.3338-0419-6968-25661,"Sep 20, 2021",10:08:31 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1q,CA,MB,R2C1Z1,CAD,4.49,0.665000,EUR,2.99,,
GPA.3338-0419-6968-25661,"Sep 20, 2021",10:08:31 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1q,CA,MB,R2C1Z1,CAD,-0.67,0.665000,EUR,-0.45,,
GPA.3388-9300-3613-06885,"Sep 21, 2021",3:21:14 AM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,OnePlusN10METRO,US,CA,90640,USD,5.49,0.852200,EUR,4.68,,
GPA.3388-9300-3613-06885,"Sep 21, 2021",3:21:14 AM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,OnePlusN10METRO,US,CA,90640,USD,-0.82,0.852200,EUR,-0.70,,
GPA.3347-9916-2865-30783,"Sep 21, 2021",11:03:23 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,FL,33305,USD,5.49,0.852600,EUR,4.68,,
GPA.3347-9916-2865-30783,"Sep 21, 2021",11:03:23 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,FL,33305,USD,-0.82,0.852600,EUR,-0.70,,
GPA.3332-7675-8189-85222,"Sep 21, 2021",11:40:46 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,m32,IT,MI,20155,EUR,2.08,1.000000,EUR,2.08,,
